OBJECTID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
484,51520000000145,"Rehabilitation Hospital of Bristol, A Joint Venture of Ballad Health and Encompa",103 North Street,Bristol,VA,24201,-,https://encompasshealth.com/locations/bristolrehab,-82.21681682,36.59712137,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51520,Bristol City
485,51059000394177,Reston Hospital Center,1850 Town Center Parkway,Reston,VA,20190,-,https://www.hcavirginia.com/locations/reston-hospital-center,-77.36481515,38.96228755,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51059,Fairfax County
486,51059000358497,Reston Surgery Center,"1860 Town Center Drive, Suite G100",Reston,VA,20190,-,-,-77.36633837,38.96136803,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51059,Fairfax County
487,51095000045430,Riverside Doctors' Surgery Center,"120 Kings Way,  Suite 1500",Williamsburg,VA,23185,-,-,-76.74044487,37.2561104,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51095,James City County
488,51830000007284,Riverside Doctors' Hospital Williamsburg,1500 Commonwealth Avenue,Williamsburg,VA,23185,-,https://www.riversideonline.com/en/locations/hospitals/riverside-doctors-hospital-williamsburg,-76.66841838,37.25099461,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51830,Williamsburg City
489,51650000033726,Riverside Hampton Surgery Center,"850 Enterprise Parkway, Suite 1000",Hampton,VA,23666,-,-,-76.40331742,37.05895721,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51650,Hampton City
490,51700000035223,Riverside Health - Peninsula Surgery Center,12000 Warwick Boulevard,Newport News,VA,23601,-,-,-76.48279611,37.06047104,AP,2025/11/13 00:00:00+00,Hospital Points,-,VDH,51700,Newport News City
491,51700000035225,Riverside Regional Medical Center,500 J. Clyde Morris Boulevard,Newport News,VA,23601,-,https://www.riversideonline.com/locations/hospitals/riverside-regional-medical-center,-76.48303598,37.06429366,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51700,Newport News City
492,51199000009457,Riverside Rehabilitation Hospital,250 Josephs Drive,Yorktown,VA,23693,-,https://www.riverside-rehabilitation.com/locations-and-tours/riverside-rehabilitation-hospital/,-76.4546204,37.12141971,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51199,York County
493,51001000024761,Riverside Shore Memorial Hospital,20480 Market Street,Onancock,VA,23417,-,https://www.riversideonline.com/locations/hospitals/riverside-shore-memorial-hospital,-75.72321045,37.69738516,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51001,Accomack County
494,51073000012386,Riverside Walter Reed Hospital,7547 Medical Dr,Gloucester,VA,23061,-,https://www.riversideonline.com/locations/hospitals/riverside-walter-reed-hospital,-76.54074532,37.42025172,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51073,Gloucester County
495,51770000036848,Roanoke Ambulatory Surgery Center,1102 Jefferson Street  SE,Roanoke,VA,24016,-,-,-79.94108706,37.26282222,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51770,Roanoke City
496,51770000044035,"Roanoke Valley Center for Sight, LLC","2154 McVitty Road, Suite 101",Roanoke,VA,24018,-,-,-80.03448356,37.24867678,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51770,Roanoke City
497,51775000009927,"Roanoke Valley Center for Sight, LLC",438 West Main Street,Salem,VA,24153,-,-,-80.06652654,37.29084049,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51775,Salem City
498,51165000039349,Rockingham Eye Surgery Center,1690-B Spring Port Drive,ROCKINGHAM,VA,22801,-,-,-78.86946889,38.40671112,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51165,Rockingham County
499,51167000004673,Russell County Hospital,58 Carroll Street,Lebanon,VA,24266,-,https://www.balladhealth.org/locations/hospitals/russell-county,-82.07854783,36.8986832,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51167,Russell County
500,51700000035225,Select Specialty Hospital - Hampton Roads,"500 J. Clyde Morris Boulevard, 4th Floor East",Newport News,VA,23601,-,https://www.selectspecialtyhospitals.com/locations-and-tours/va/newport-news/hampton-roads/,-76.48303598,37.06429366,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51700,Newport News City
501,51087000071399,"Select Specialty Hospital - Richmond, Inc.",2220 Edward Holland Drive,Richmond,VA,23230,-,https://www.selectspecialtyhospitals.com/locations-and-tours/va/richmond/richmond/,-77.49076035,37.59075878,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51087,Henrico County
502,51800000038001,Sentara BelleHarbour Surgery Center,"3910 Bridge Road, Suite 200",Suffolk,VA,23435,-,-,-76.4497715,36.86405621,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51800,Suffolk City
503,51650000036442,Sentara CarePlex Hospital,3000 Coliseum Drive,Hampton,VA,23666,-,https://www.sentara.com/hospitalslocations/sentara-careplex-hospital,-76.39065491,37.05681248,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51650,Hampton City
504,51083000007975,Sentara Halifax Regional Hospital,2204 Wilborn Avenue,South Boston,VA,24592,-,https://www.sentara.com/hospitalslocations/sentara-halifax-regional-hospital,-78.91445698,36.71235252,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51083,Halifax County
505,51710000070136,Sentara - Leigh Orthopedic Hospital,830 Kempsville Road,Norfolk,VA,23502,-,-,-76.18998667,36.85011591,AP,2025/11/13 00:00:00+00,Hospital Points,-,VDH,51710,Norfolk City
506,51003000036103,Sentara Martha Jefferson Hospital,500 Martha Jefferson Drive,Charlottesville,VA,22911,-,https://www.sentara.com/hospitalslocations/martha-jefferson-hospital,-78.44436702,38.02271678,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51003,Albemarle County
507,51710000040733,Sentara Norfolk General Hospital,600 Gresham Drive,Norfolk,VA,23507,-,https://www.sentara.com/hospitalslocations/sentara-norfolk-general-hospital,-76.30341878,36.86198017,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51710,Norfolk City
508,51153000107388,Sentara Northern Virginia Medical Center,2300 Opitz Boulevard,Woodbridge,VA,22191,-,https://www.sentara.com/hospitalslocations/sentara-northern-virginia-medical-center,-77.28632636,38.63718276,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51153,Prince William County
509,51800000037170,"Sentara Obici Ambulatory Surgery, LLC",2750 Godwin Blvd,Suffolk,VA,23434,-,-,-76.58291143,36.77093965,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51800,Suffolk City
510,51800000027320,Sentara Obici Hospital,2800 Godwin Boulevard,Suffolk,VA,23434,-,https://www.sentara.com/hospitalslocations/sentara-obici-hospital,-76.58160696,36.77312484,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51800,Suffolk City
511,51810000024371,Sentara Princess Anne Hospital,2025 Glenn Mitchell Drive,Virginia Beach,VA,23456,-,https://www.sentara.com/hospitalslocations/sentara-princess-anne-hospital,-76.09883774,36.77525865,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51810,Virginia Beach City
512,51165000027434,Sentara RMH Medical Center,2010 Health Campus Drive,Harrisonburg,VA,22801,-,https://www.sentara.com/hospitalslocations/sentara-rmh-medical-center,-78.85540333,38.40505028,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51165,Rockingham County
513,51810000038684,Virginia Beach Ambulatory Surgery Center,1700 Will O Wisp Drive,Virginia Beach,VA,23454,-,-,-76.02496722,36.86427533,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51810,Virginia Beach City
514,51810000094063,Sentara Virginia Beach General Hospital,1060 First Colonial Road,Virginia Beach,VA,23454,-,https://www.sentara.com/hospitalslocations/sentara-virginia-beach-general-hospital,-76.02635239,36.86476449,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51810,Virginia Beach City
515,51199000035768,Sentara Williamsburg Regional Medical Center,100 Sentara Circle,Williamsburg,VA,23188,-,https://www.sentara.com/hospitalslocations/sentara-williamsburg-regional-medical-center,-76.74088474,37.33649203,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51199,York County
516,51075000011505,Sheltering Arms Institute,2000 Wilkes Ridge Drive,Henrico,VA,23233,-,-,-77.65619532,37.65974216,AP,2025/11/13 00:00:00+00,Hospital Points,-,VDH,51075,Goochland County
517,51087000058875,"Skin Surgery Center of Virginia, LLC",2510 Gaskins Road,Henrico,VA,23238,-,-,-77.57898284,37.63017862,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51087,Henrico County
518,51173000016786,Smyth County Community Hospital,245 Medical Park Drive,Marion,VA,24354,-,https://www.balladhealth.org/locations/hospitals/smyth-county-community,-81.48817964,36.85182582,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51173,Smyth County
519,51003000009024,Soaring Surgery Center,2050 Abbey Rd Suite D,Charlottesville,VA,22911,-,-,-78.44317031,38.02851723,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51003,Albemarle County
520,51197000013284,Southwest Virginia Center for Sight,470 Lithia Road,Wytheville,VA,24382,-,-,-81.05553257,36.95152837,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51197,Wythe County
521,51590000004268,Sovah Health - Danville,142 South Main Street,Danville,VA,24541,-,https://www.sovahhealth.com/danville,-79.40535223,36.5773116,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51590,Danville City
522,51690000006303,Sovah Health - Martinsville,320 Hospital Drive,Martinsville,VA,24112,-,https://www.sovahhealth.com/martinsville,-79.86720424,36.69926421,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51690,Martinsville City
523,51177000026276,Spotsylvania Regional Medical Center,4600 Spotsylvania Parkway,Fredericksburg,VA,22408,-,https://www.hcavirginia.com/locations/spotsylvania-regional-medical-center,-77.49605829,38.21741731,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51177,Spotsylvania County
524,51087000114658,St. Mary's Ambulatory Surgery Center,1501 Maple Avenue,Richmond,VA,23226,-,-,-77.51376322,37.58521168,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51087,Henrico County
525,51179000027616,Stafford Hospital,101 Hospital Center Blvd,Stafford,VA,22554,-,https://www.marywashingtonhealthcare.com/patients-visitors/patient-visitor-information/stafford-hospital/,-77.40731233,38.415361,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51179,Stafford County
526,51107000116244,Stone Springs Ambulatory Surgery Center,24570 Medical Dr,Dulles,VA,20166,-,-,-77.54013131,38.93849376,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51107,Loudoun County
527,51107000081764,StoneSprings Hospital Center,24440 Stone Springs Blvd,Dulles,VA,20166,-,https://www.hcavirginia.com/locations/stonesprings-hospital-center,-77.54233719,38.94046687,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51107,Loudoun County
528,51550000004374,"The Surgery Center of Chesapeake, LLC",844 Battlefield Blvd. North,Chesapeake,VA,23320,-,-,-76.24683431,36.75000584,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51550,Chesapeake City
529,51680000020628,"Surgery Center of Lynchburg, LLC",2401 Atherholt Road,Lynchburg,VA,24501,-,-,-79.17784351,37.4085525,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51680,Lynchburg City
530,51630000009093,Surgi-Center of Central Virginia,1500 Dixon Street Suite 101,Fredericksburg,VA,22401,-,-,-77.45420751,38.28438767,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51630,Fredericksburg City
531,51199000035951,Surgical Suites of Coastal Virginia,"400 Sentara Circle, Suite 200",Williamsburg,VA,23188,-,-,-76.74151998,37.33737271,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51199,York County
532,51095000037600,The Pavilion at Williamsburg Place,5483 Mooretown Road,Williamsburg,VA,23188,-,-,-76.73192186,37.3148169,AP,2025/11/13 00:00:00+00,Hospital Points,-,VDH,51095,James City County
533,51670000001093,TriCities Hospital,411 W. Randolph Road,Hopewell,VA,23860,-,https://www.hcavirginia.com/locations/tricities-hospital,-77.2911832,37.30779879,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51670,Hopewell City
534,51540000019078,UVA Health - University of Virginia Medical Center,1215 Lee Street,Charlottesville,VA,22903,-,-,-78.49830957,38.0311633,AP,2025/11/13 00:00:00+00,Hospital Points,-,VDH,51540,Charlottesville City
535,51760000082072,Urosurgical Center of Richmond,9101 Stony Point Drive,Richmond,VA,23235,-,-,-77.56795533,37.54863758,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51760,Richmond City
536,51207520000890,UVA Health Culpeper Medical Center,501 Sunset Lane,Culpeper,VA,22701,-,https://uvahealth.com/locations/UVA-Health-Culpeper-Medical-Center-5597271,-78.01297538,38.45516145,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,5120752,Culpeper Town
537,51003000003655,UVA Encompass Health Rehabilitation Hospital,515 Ray C. Hunt Drive,Charlottesville,VA,22903,-,https://encompasshealth.com/locations/uvarehab,-78.52562165,38.02446675,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51003,Albemarle County
538,51153000169349,UVA Health Haymarket Medical Center,15225 Healthcote Blvd,Haymarket,VA,20169,-,https://uvahealth.com/locations/Haymarket-Medical-Center-5597284,-77.64259101,38.82081353,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51153,Prince William County
539,51683000008889,UVA Health - Prince William Medical Center,8700 Sudley Road,Manassas,VA,20110,-,-,-77.48831472,38.76738416,AP,2025/11/13 00:00:00+00,Hospital Points,-,VDH,51683,Manassas City
540,51003000023943,UVA Health Surgical Care Riverside,"2331 Seminole Lane, Suite 201",Charlottesville,VA,22901,-,-,-78.46034013,38.09956434,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51003,Albemarle County
541,51139000012079,Valley Health Page Memorial Hospital,200 Memorial Drive,Luray,VA,22835,-,https://www.valleyhealthlink.com/page-memorial-hospital/,-78.46824346,38.66329635,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51139,Page County
542,51171000010802,Shenandoah Memorial Hospital,759 South Main Street,Woodstock,VA,22664,-,https://www.valleyhealthlink.com/shenandoah-memorial-hospital/,-78.5127891,38.87065239,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51171,Shenandoah County
543,51069000008604,"Valley Health Surgery Center, LLC",174 Botanical Blvd,Winchester,VA,22603,-,-,-78.20129755,39.19296927,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51069,Frederick County
544,51187000016924,Warren Memorial Hospital,351 Valley Health Way,Front Royal,VA,22630,-,https://www.valleyhealthlink.com/warren-memorial-hospital/,-78.15330301,38.91997612,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51187,Warren County
545,51840000007834,Winchester Medical Center,1840 Amherst Street,Winchester,VA,22601,-,https://www.valleyhealthlink.com/winchester-medical-center/,-78.19307304,39.19394521,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51840,Winchester City
546,51117000022214,Community Memorial Hospital,1755 North Mecklenburg Avenue,South Hill,VA,23970,-,https://www.vcuhealth.org/community-memorial-hospital,-78.10559499,36.7502846,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51117,Mecklenburg County
547,51087000128002,"VCU Health Ambulatory Surgery Center, LLC","11958 West Broad Street, 5th Floor",Henrico,VA,23233,-,-,-77.62602749,37.65748746,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51087,Henrico County
548,51057000002594,VCU Health Tappahannock Hospital,618 Hospital Road,Tappahannock,VA,22560,-,https://www.vcuhealth.org/tappahannock/locations/tappahannock-hospital,-76.87888512,37.90130268,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51057,Essex County
549,51760000086333,VCU Health System Authority a.k.a. VCU Medical Center,1250 East Marshall Street,Richmond,VA,23298,-,https://www.vcuhealth.org/locations/location-details?id=19,-77.42937642,37.54000083,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51760,Richmond City
550,51680000030900,Centra Virginia Baptist Hospital,3300 Rivermont Avenue,Lynchburg,VA,24503,-,https://www.centrahealth.com/locations/centra-virginia-baptist-hospital,-79.18775099,37.4384426,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51680,Lynchburg City
551,51760000041188,Planned Parenthood Virginia Beach Health Center,201 N. Hamilton St.,Richmond,VA,23221,-,-,-77.49040748,37.55956441,AP,2025/11/13 00:00:00+00,Hospital Points,-,VDH,51760,Richmond City
552,51810000156194,Virginia Beach Psychiatric Center,1100 First Colonial Road,Virginia Beach,VA,23454,-,-,-76.02807879,36.86632973,AP,2025/11/13 00:00:00+00,Hospital Points,-,VDH,51810,Virginia Beach City
553,51810000080192,Virginia Center for Eye Surgery,"1200 First Colonial Road,  Suite 104",Virginia Beach,VA,23454,-,http://www.vhi.org/Hospitals/vahospitals.asp,-76.03139736,36.86950772,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51810,Virginia Beach City
554,51087000015563,Virginia Eye Institute Surgery Pavilion,402 Westhampton Station,Richmond,VA,23226,-,https://www.vaeye.com/service/outpatient-surgery-center/,-77.54010854,37.56655732,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51087,Henrico County
555,51013000005540,VHC Health - Main Hospital,1701 N. George Mason Drive,Arlington,VA,22205,-,https://www.vhchealth.org/find-a-location/locations-profile/main-hospital/?searchId=30e4d4ea-5698-ef11-a872-000d3a61151d&sort=11&page=2&pageSize=10,-77.12816856,38.88960239,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51013,Arlington County
556,51195000000351,Lonesome Pine Hospital,1990 Holton Avenue E,Big Stone Gap,VA,24219,-,https://www.balladhealth.org/locations/hospitals/lonesome-pine,-82.75439429,36.87716208,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51195,Wise County
557,51840000003992,"Winchester Eye Surgery Center, LLC",525 Amherst Street,Winchester,VA,22601,-,https://www.eyesurgerycenterofwinchester.com/services.htm,-78.17510634,39.18664921,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51840,Winchester City
558,51197000015068,Wythe County Community Hospital,600 West Ridge Road,Wytheville,VA,24382,-,https://www.wcch.org/,-81.09721157,36.95454439,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51197,Wythe County
559,51760000063715,Veterans Affairs - Richmond Medical Center,1201 Broad Rock Blvd,Richmond,VA,23249-4915,-,-,-77.46878,37.4977634,AP,2025/11/13 00:00:00+00,Hospital Points,-,USDVA,51760,Richmond City
560,51650000040746,Veterans Affairs - Hampton Medical Center,100 Emancipation Drive,Hampton,VA,23667-0001,-,-,-76.33226847,37.01852741,AP,2025/11/13 00:00:00+00,Hospital Points,-,USDVA,51650,Hampton City
561,51775000006095,Veterans Affairs - Salem Medical Center,1970 Roanoke Boulevard,Salem,VA,24153-6404,-,-,-80.01988935,37.27452675,AP,2025/11/13 00:00:00+00,Hospital Points,-,USDVA,51775,Salem City
562,51520000005791,Veterans Affairs - Bristol Clinic,"3130 Lee Highway, Preston Square, Suite 201",Bristol,VA,24202-5943,-,-,-82.15006848,36.62930885,AP,2025/11/13 00:00:00+00,Hospital Points,-,USDVA,51520,Bristol City
563,51069000019901,Veterans Affairs - Winchester Clinic,100 Dawson Drive,Winchester,VA,22602-5307,-,-,-78.20206376,39.13031573,AP,2025/11/13 00:00:00+00,Hospital Points,-,USDVA,51069,Frederick County
564,51680000030900,Centra - Gretna Medical Center,291 McBride Lane,Gretna,VA,24557,-,-,-79.37647987,36.94998449,AP,2025/11/13 00:00:00+00,Hospital Points,-,VDH,51143,Pittsylvania County
565,51680000030900,Centra - Danville Medical Center,414 Park Avenue,Danville,VA,24541,-,-,-79.4320563,36.58414962,AP,2025/11/13 00:00:00+00,Hospital Points,-,VDH,51590,Danville City
566,51127000001428,Carilion - Children's Hospital,1906 Belleview Ave,Roanoke,VA,24014,-,-,-79.94240976,37.25171588,AP,2025/11/13 00:00:00+00,Hospital Points,-,System,51770,Roanoke City
567,51800000052296,Bon Secours Harbour View Medical Center,1020 Bon Secours Dr,Suffolk,VA,23435,-,https://www.bonsecours.com/locations/hospitals-medical-centers/hampton-roads/bon-secours-harbour-view-medical-center,-76.44186242,36.86907205,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51800,Suffolk City
568,51087000044267,HCA Virginia - Parham Hospital Mental Health and Wellness Center,7702 East Parham Road,Richmond,VA,23294,-,-,-77.52671856,37.6315554,AP,2025/11/13 00:00:00+00,Hospital Points,-,VDH,51087,Henrico County
569,51059000095950,Inova - L.J. Murphy Children's Hospital,3300/3304 Gallows Road,Falls Church,VA,22042,-,-,-77.22659242,38.85737413,AP,2025/11/13 00:00:00+00,Hospital Points,-,System,51059,Fairfax County
570,51710000070136,Sentara Leigh Hospital,830 Kempsville Road,Norfolk,VA,23502,-,https://www.sentara.com/hospitalslocations/sentara-leigh-hospital,-76.18998667,36.85011591,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51710,Norfolk City
571,51107000082478,Adler Center for Caring on the Van Metre Campus,24419 Millstream Drive,Aldie,VA,20105,-,https://www.capitalcaring.org/get-help/our-locations/adler-center/,-77.55249639,38.9378843,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51107,Loudoun County
572,51680000030900,Centra Specialty Hospital,3300 Rivermont Avenue,Lynchburg,VA,24503,-,-,-79.18775099,37.4384426,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51680,Lynchburg City
573,51510000033059,"Lynn House of Potomac Valley, Inc.",4400 West Braddock Road,Alexandria,VA,22304,-,-,-77.10475298,38.82890457,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51510,Alexandria City
574,51093000020325,Riverside Smithfield Hospital,19339 Benns Grant Boulevard,Smithfield,VA,23430,-,-,-76.58929542,36.93613834,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51093,Isle of Wight County
575,51141000009892,Stuart Community Hospital,18688 Jeb Stuart Hwy,Stuart,VA,24171,-,https://stuart.health/,-80.25467943,36.64613478,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51141,Patrick County
576,51840000001891,Valley Health - Mary Free Bed Rehabilitation Hospital,525 Amherst Street,Winchester,VA,22601,-,-,-78.17222084,39.18308106,AP,2025/11/13 00:00:00+00,Hospital Points,Inpatient Hospital,VDH,51840,Winchester City
577,51059000235077,Accenture Smoke Test OSH DBA,"8765 Richmond Hwy
",Alexandria,VA,22309,-,-,-77.12699101,38.71914661,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51059,Fairfax County
578,51700000082993,Coastal Virginia Surgery Center,580 City Ctr Blvd,Newport News,VA,23606,-,-,-76.48660983,37.08652428,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51700,Newport News City
579,51085000050293,"Colon and Rectal Endoscopy and Surgery Center, LLC",7504 Right Flank Road,Mechanicsville,VA,23116,-,-,-77.35303294,37.63614241,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51085,Hanover County
580,51810000164270,Virginia League for Planned Parenthood: Virginia Beach Health Center,515 Newtown Road,Virginia Beach,VA,23462,-,-,-76.17748343,36.85719148,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51810,Virginia Beach City
581,51087000010998,"Virginia ENT Surgery Center, Inc.","6600 West Broad Street, Suite 210",Richmond,VA,23230,-,-,-77.51319866,37.60125838,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51087,Henrico County
582,51085000050293,Virginia Cardiac Surgery Center,"8160 Pleasant Grove Road, Suite 100",Mechanicsville,VA,23116,-,-,-77.37962164,37.63024211,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51085,Hanover County
583,51059000215502,edin Surgery Center,8180 Greensboro Dr,McLean,VA,22102,-,-,-77.22763925,38.92365249,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51059,Fairfax County
584,51059000065238,Hartland Surgical Center,2710 Prosperity Avenue,Fairfax,VA,22031,-,-,-77.22214749,38.87816795,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51059,Fairfax County
585,51510000035993,"Inova Oakville Ambulatory Surgery Center, LLC",400 Fannon St level 2,Alexandria,VA,22301,-,-,-77.05137342,38.82787208,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51510,Alexandria City
586,51059000102082,McLean Tysons Orthopedic Surgery Center,"1760 Old Meadow Road, Suite 100",McLean,VA,22102,-,-,-77.21262166,38.92028917,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51059,Fairfax County
587,51153000168626,"Nothern Virginia Heart & Vascular Center, LLC",13580 Groupe Dr,Woodbridge,VA,22192,-,-,-77.29606467,38.65896763,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51153,Prince William County
588,51683000016912,Prince William Ambulatory Surgical Center,"8644 Sudley Road, Suite 201",Manassas,VA,20110,-,-,-77.48946794,38.76786788,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51683,Manassas City
589,51083000020482,Southern Gastroenterology Endoscopy Center,149 Aubreys Loop,South Boston,VA,24592,-,-,-78.89422969,36.7172833,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51083,Halifax County
590,51570000003840,"Southpark Heart & Rhythm Center, LLC",445 Charles H Dimmock Pkwy,Colonial Heights,VA,23834,-,-,-77.38268931,37.25154041,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51570,Colonial Heights City
591,51087000093288,Vascular Surgery Associates - Vascular Center,6031 Staples Mill Road,Richmond,VA,23228,-,-,-77.49473733,37.60852435,AP,2025/11/13 00:00:00+00,Hospital Points,Outpatient Surgical Hospital,VDH,51087,Henrico County
